complaint,language,category,subcategory,department,priority,severity_score,district_type,confidence_label
तार से करंट लीकेज हो रहा है तुरंत सुधार करें।,Hindi,Street Lights,Electrical Fault,Electrical Department,Ultra High,96,Urban,High
स्वास्थ्य केंद्र तक जाने वाली सड़क अंधेरी रहती है।,Hindi,Street Lights,Street Light Not Working,Electrical Department,High,72,Rural,High
Ward 20 me street light kal raat se band hai.,Hinglish,Street Lights,Street Light Not Working,Electrical Department,Medium,46,Urban,High
School ke gate pe wali light blink kar rhi hai.,Hinglish,Street Lights,Flickering Street Light,Electrical Department,Medium,42,Urban,High
Gaon ki main road pe ek bhi light nahi jalti.,Hinglish,Street Lights,Street Light Not Working,Electrical Department,High,74,Rural,High
Pole ko tempo ne hit kar diya ab tedha ho gaya.,Hinglish,Street Lights,Damaged Street Light Pole,Electrical Department,Ultra High,92,Urban,High
Light bahut late on hoti hai roj.,Hinglish,Street Lights,Street Light Timing Issue,Electrical Department,Medium,39,Urban,High
Pole ke box se spark aa raha hai.,Hinglish,Street Lights,Electrical Fault,Electrical Department,Ultra High,97,Urban,High
Hospital road pe street light dead padi hai.,Hinglish,Street Lights,Street Light Not Working,Electrical Department,High,71,Urban,High
Bus depot ke samne 2 lights off hai.,Hinglish,Street Lights,Street Light Not Working,Electrical Department,Medium,48,Urban,High
LED light pura time flicker karti rehti hai.,Hinglish,Street Lights,Flickering Street Light,Electrical Department,Medium,41,Urban,High
Village school ke bahar andhera rehta h.,Hinglish,Street Lights,Street Light Not Working,Electrical Department,High,73,Rural,High
Pole kabhi bhi gir skta hai urgent action lo.,Hinglish,Street Lights,Damaged Street Light Pole,Electrical Department,Ultra High,94,Urban,High
Street light din bhar on rehti h.,Hinglish,Street Lights,Street Light Timing Issue,Electrical Department,Low,19,Urban,High
Wire se current leak ho raha hai.,Hinglish,Street Lights,Electrical Fault,Electrical Department,Ultra High,98,Urban,High
Colony ke last wali gali me light nahi jal rhi.,Hinglish,Street Lights,Street Light Not Working,Electrical Department,Medium,50,Urban,High
Ward 15 ke park ke bahar light kharab hai.,Hinglish,Street Lights,Street Light Not Working,Electrical Department,Medium,47,Urban,High
Temple road pe raat ko pura dark rehta hai.,Hinglish,Street Lights,Street Light Not Working,Electrical Department,High,75,Rural,High
Street light near Ward 31 water tank has not worked for 18 days.,English,Street Lights,Street Light Not Working,Electrical Department,Medium,51,Urban,High
The entire bypass road from the toll plaza to Shyam Nagar is dark every night.,English,Street Lights,Street Light Not Working,Electrical Department,High,83,Urban,High
The street light outside the district library flickers all evening.,English,Street Lights,Flickering Street Light,Electrical Department,Medium,44,Urban,High
A street light pole near the marriage hall is about to fall after being hit by a truck.,English,Street Lights,Damaged Street Light Pole,Electrical Department,Ultra High,95,Urban,High
Street lights near the vegetable wholesale market turn off too early.,English,Street Lights,Street Light Timing Issue,Electrical Department,Medium,41,Urban,High
Please repair the street light outside House No. 215 in Ashok Vihar.,English,Street Lights,Street Light Not Working,Electrical Department,Medium,46,Urban,High
Sparks are coming from the street light pole beside the petrol station.,English,Street Lights,Electrical Fault,Electrical Department,Ultra High,98,Urban,High
The road to the village health centre has no working lights after sunset.,English,Street Lights,Street Light Not Working,Electrical Department,High,76,Rural,High
The LED street light near Children's Park has stopped working within a week of installation.,English,Street Lights,Street Light Not Working,Electrical Department,Medium,52,Urban,High
The street light near the old cinema hall keeps flashing every few seconds.,English,Street Lights,Flickering Street Light,Electrical Department,Medium,43,Urban,High
Four street lights on Airport Road are not working.,English,Street Lights,Street Light Not Working,Electrical Department,High,78,Urban,High
The pole near Ward 2 community toilet is damaged and unsafe.,English,Street Lights,Damaged Street Light Pole,Electrical Department,High,85,Urban,High
Street lights remain on till noon in our locality.,English,Street Lights,Street Light Timing Issue,Electrical Department,Low,21,Urban,High
The road leading to the industrial area is completely dark.,English,Street Lights,Street Light Not Working,Electrical Department,High,80,Urban,High
The electrical control panel for street lights near the bridge is emitting smoke.,English,Street Lights,Electrical Fault,Electrical Department,Ultra High,99,Urban,High
Only the last pole in Lotus Enclave is without light.,English,Street Lights,Street Light Not Working,Electrical Department,Low,29,Urban,High
The street light pole near the village temple has developed large cracks.,English,Street Lights,Damaged Street Light Pole,Electrical Department,High,84,Rural,High
वार्ड 12 की गली नंबर 4 में स्ट्रीट लाइट बंद है।,Hindi,Street Lights,Street Light Not Working,Electrical Department,Medium,48,Urban,High
बस डिपो से रेलवे फाटक तक कोई भी स्ट्रीट लाइट नहीं जल रही।,Hindi,Street Lights,Street Light Not Working,Electrical Department,High,82,Urban,High
एलईडी स्ट्रीट लाइट लगातार झिलमिला रही है।,Hindi,Street Lights,Flickering Street Light,Electrical Department,Medium,42,Urban,High
गांव के प्रवेश द्वार पर लगा पोल टूट गया है।,Hindi,Street Lights,Damaged Street Light Pole,Electrical Department,Ultra High,94,Rural,High
लाइट सुबह तक जलती रहती है टाइमर खराब है।,Hindi,Street Lights,Street Light Timing Issue,Electrical Department,Low,20,Urban,High
बिजली के बॉक्स से धुआं निकल रहा है।,Hindi,Street Lights,Electrical Fault,Electrical Department,Ultra High,98,Urban,High
सरकारी कॉलेज के सामने पूरी सड़क अंधेरी रहती है।,Hindi,Street Lights,Street Light Not Working,Electrical Department,High,74,Urban,High
ग्राम पंचायत के पास की सभी लाइटें बंद हैं।,Hindi,Street Lights,Street Light Not Working,Electrical Department,High,73,Rural,High
अस्पताल वाली सड़क की लाइट बार-बार बंद हो जाती है।,Hindi,Street Lights,Flickering Street Light,Electrical Department,Medium,45,Urban,High
वार्ड 29 में दो स्ट्रीट लाइट पिछले महीने से खराब हैं।,Hindi,Street Lights,Street Light Not Working,Electrical Department,Medium,50,Urban,High
मुख्य बाजार की सड़क पर रात में अंधेरा रहता है।,Hindi,Street Lights,Street Light Not Working,Electrical Department,High,77,Urban,High
स्ट्रीट लाइट समय पर चालू नहीं होती।,Hindi,Street Lights,Street Light Timing Issue,Electrical Department,Medium,39,Urban,High
स्कूल के बाहर बिजली का पोल झुक गया है।,Hindi,Street Lights,Damaged Street Light Pole,Electrical Department,High,86,Urban,High
तार से चिंगारी निकल रही है खतरा हो सकता है।,Hindi,Street Lights,Electrical Fault,Electrical Department,Ultra High,97,Urban,High
